StudentID,Name,AcademicInterest,ExtracurricularActivities,Skillset 1,Skillset 2,Skillset 3,Skillset 4,Skillset 5,Location,YearOfStudy,Major,GPA,Language Known 1,Language Known 2,Language Known 3,Language Known 4,Language Known 5,ResearchInterests,Attendance
398,Kimberly Jackson,Psychology,Music Club,Programming, Public Speaking, Data Analysis, Problem Solving,Null,Los Angeles,Junior,Biology,3.94,Spanish, French,Null,Null,Null,Natural Language Processing,88.0
399,Rhonda Trevino,Mathematics,Debate Club,Leadership,Null,Null,Null,Null,Boston,Freshman,Mathematics,3.69,Japanese, German, English,Null,Null,Urban Planning,85.0
400,Elizabeth Adams,Computer Science,Music Club,Problem Solving, Leadership, Public Speaking, Artistic, Data Analysis,San Francisco,Graduate,Psychology,2.46,Japanese, Spanish, German, Chinese, French,Cybersecurity,4.0
401,Donald Mendoza,Mathematics,Sports Team,Programming, Problem Solving, Data Analysis, Artistic,Null,Los Angeles,Sophomore,Psychology,3.21,Japanese, German, English, French, Chinese,Educational Technology,55.0
402,Michelle Morris,Psychology,Volunteer Group,Problem Solving, Programming, Leadership,Null,Null,Houston,Graduate,Mathematics,3.64,English, Japanese, French, Chinese, Spanish,Climate Change,85.0
403,Tommy Thomas,Biology,Coding Club,Data Analysis, Artistic,Null,Null,Null,New York,Freshman,Physics,3.72,English, Chinese, Japanese, German,Null,Healthcare Management,74.0
404,Nichole Lee,Biology,Debate Club,Artistic, Leadership,Null,Null,Null,Los Angeles,Graduate,Biology,2.72,French, English, Spanish,Null,Null,Climate Change,7.0
405,Leslie Skinner,Computer Science,Coding Club,Programming, Public Speaking, Leadership, Data Analysis,Null,New York,Freshman,Mathematics,2.22,Chinese,Null,Null,Null,Null,Educational Technology,6.0
406,Colin Wagner,Mathematics,Music Club,Programming, Data Analysis, Leadership, Public Speaking, Artistic,Chicago,Junior,History,3.37,Spanish, French, Japanese,Null,Null,Nanotechnology,51.0
407,Matthew Johnson,Psychology,Sports Team,Public Speaking, Leadership,Null,Null,Null,New York,Junior,Physics,2.72,French, Japanese, Spanish, Chinese, German,Machine Learning,2.0
408,Shannon Copeland,Psychology,Sports Team,Programming,Null,Null,Null,Null,San Francisco,Sophomore,Physics,3.91,Chinese, Spanish, French, English, German,Blockchain Technology,91.0
409,Christian Anderson,Biology,Music Club,Artistic, Programming, Leadership, Data Analysis, Problem Solving,Houston,Sophomore,Mathematics,3.56,French, English, Japanese, German,Null,Biomedical Engineering,59.0
410,Amanda Martin,Psychology,Coding Club,Public Speaking, Artistic, Leadership, Programming,Null,San Francisco,Graduate,Computer Science,2.19,English, French, Japanese, Spanish,Null,Renewable Energy,10.0
411,George Johnston,Computer Science,Debate Club,Programming, Public Speaking, Leadership, Data Analysis, Artistic,San Francisco,Sophomore,Mathematics,2.08,English, German, Chinese, French,Null,Environmental Sustainability,8.0
412,Jeremy Smith,History,Music Club,Leadership, Data Analysis, Programming, Problem Solving, Artistic,Chicago,Graduate,Computer Science,2.73,English, Chinese, French, Spanish,Null,Quantum Computing,9.0
413,Kayla Vincent,Physics,Music Club,Problem Solving, Leadership, Data Analysis,Null,Null,Boston,Senior,Biology,2.42,French, Spanish, German, Chinese,Null,Cognitive Psychology,8.0
414,Samantha Garcia,Psychology,Debate Club,Data Analysis, Problem Solving, Leadership, Public Speaking,Null,Chicago,Senior,Mathematics,2.36,Spanish, Japanese, German,Null,Null,Urban Planning,8.0
415,Taylor Bean,History,Volunteer Group,Data Analysis, Artistic, Leadership,Null,Null,Chicago,Sophomore,Psychology,3.37,Chinese,Null,Null,Null,Null,Machine Learning,45.0
416,Amy Hendricks,History,Art Club,Public Speaking, Programming, Leadership,Null,Null,New York,Sophomore,History,2.81,Chinese, English, German, Japanese, French,Artificial Intelligence,8.0
417,Todd Smith,Biology,Music Club,Artistic, Public Speaking, Problem Solving, Programming, Leadership,Boston,Freshman,Biology,2.4,Japanese, Spanish,Null,Null,Null,Bioinformatics,6.0
418,Rachel Hurley,Mathematics,Coding Club,Leadership, Public Speaking, Artistic, Programming,Null,San Francisco,Sophomore,Mathematics,3.99,English,Null,Null,Null,Null,Data Science,90.0
419,David Vargas,Physics,Coding Club,Public Speaking, Problem Solving, Leadership, Data Analysis, Programming,New York,Freshman,History,3.94,Japanese, German, French, Spanish,Null,Healthcare Management,97.0
420,Hannah Smith,Physics,Debate Club,Leadership,Null,Null,Null,Null,New York,Junior,Computer Science,3.71,Chinese, Japanese, French,Null,Null,Blockchain Technology,79.0
421,Terri Blanchard,History,Sports Team,Leadership, Problem Solving, Public Speaking, Artistic, Data Analysis,Houston,Senior,Mathematics,3.11,French, German, Spanish,Null,Null,Biomedical Engineering,29.0
422,Travis Sherman,Psychology,Music Club,Data Analysis, Problem Solving, Artistic, Programming, Leadership,San Francisco,Graduate,Psychology,2.38,Japanese, German, Chinese,Null,Null,Cybersecurity,5.0
423,David Martin,Mathematics,Music Club,Data Analysis, Problem Solving, Artistic, Public Speaking,Null,Chicago,Junior,Psychology,2.65,German, French, Japanese, Chinese, English,Sustainable Agriculture,19.0
424,James Cook,Psychology,Sports Team,Problem Solving, Artistic, Programming,Null,Null,Boston,Freshman,Mathematics,3.54,French, English, Japanese, German,Null,Robotics,64.0
425,Linda Cobb,History,Music Club,Problem Solving, Leadership, Artistic,Null,Null,Houston,Freshman,Computer Science,3.14,German, Chinese,Null,Null,Null,Environmental Sustainability,30.0
426,Justin Tran,Computer Science,Sports Team,Artistic,Null,Null,Null,Null,San Francisco,Junior,History,2.99,Spanish, French, English,Null,Null,Social Sciences,20.0
427,Joseph Lawson,Psychology,Debate Club,Programming, Problem Solving, Artistic,Null,Null,New York,Junior,Mathematics,2.47,Spanish,Null,Null,Null,Null,Space Exploration,19.0
428,Katherine Marquez,History,Debate Club,Artistic, Data Analysis, Problem Solving, Leadership, Public Speaking,Boston,Senior,Psychology,2.69,Spanish, Japanese, English, Chinese, French,Bioinformatics,8.0
429,Andrea Stewart,Psychology,Coding Club,Leadership, Artistic, Public Speaking, Programming,Null,San Francisco,Junior,Mathematics,2.93,Chinese, Japanese, Spanish, German, French,Natural Language Processing,14.0
430,Daniel Medina,Physics,Art Club,Data Analysis,Null,Null,Null,Null,Los Angeles,Senior,Psychology,3.22,English, German, Chinese,Null,Null,Renewable Energy,41.0
431,Kathy Aguilar,History,Coding Club,Programming, Artistic, Public Speaking,Null,Null,Chicago,Freshman,Mathematics,2.84,Japanese, English, German, Chinese, Spanish,Bioinformatics,9.0
432,Angelica Patrick,Physics,Music Club,Problem Solving, Artistic, Data Analysis, Public Speaking,Null,Houston,Freshman,Mathematics,3.85,Japanese, French, English, German, Spanish,Climate Change,94.0
433,Robert Johnson,Physics,Sports Team,Problem Solving, Programming, Data Analysis, Public Speaking, Artistic,Los Angeles,Sophomore,Computer Science,2.75,French, German, English, Spanish, Chinese,Political Science,5.0
434,Jason Martin,Biology,Sports Team,Programming, Problem Solving,Null,Null,Null,Chicago,Sophomore,Psychology,2.5,German, Japanese, English,Null,Null,Biomedical Engineering,12.0
435,Cynthia Powell,Mathematics,Debate Club,Programming, Artistic, Leadership, Data Analysis,Null,Los Angeles,Freshman,Mathematics,2.12,Chinese, Spanish,Null,Null,Null,Quantum Computing,23.0
436,Janet Armstrong,Biology,Sports Team,Programming, Leadership, Artistic,Null,Null,New York,Senior,Mathematics,2.73,Spanish,Null,Null,Null,Null,Environmental Sustainability,13.0
437,Allison Parks,Computer Science,Sports Team,Data Analysis, Public Speaking, Artistic, Problem Solving, Programming,San Francisco,Graduate,Psychology,3.48,Spanish, German, English, Japanese, French,Climate Change,63.0
438,Justin Washington,Computer Science,Debate Club,Public Speaking, Problem Solving, Artistic, Data Analysis, Leadership,Chicago,Freshman,Psychology,2.37,Spanish, English, Japanese, French, German,Nanotechnology,1.0
439,Kimberly Mitchell,Physics,Coding Club,Programming, Public Speaking, Data Analysis, Problem Solving, Artistic,San Francisco,Senior,Psychology,3.06,French,Null,Null,Null,Null,Social Sciences,32.0
440,Elizabeth Dickerson,Physics,Music Club,Leadership,Null,Null,Null,Null,Chicago,Senior,Mathematics,3.74,English, German, Chinese, Spanish, Japanese,Cognitive Psychology,83.0
441,Amy Adams,History,Coding Club,Programming, Problem Solving, Data Analysis, Leadership, Public Speaking,Boston,Junior,Mathematics,2.72,Spanish, Japanese, English, German,Null,Renewable Energy,1.0
442,Olivia Lewis,Computer Science,Art Club,Public Speaking, Artistic, Data Analysis, Programming, Problem Solving,Houston,Senior,Computer Science,3.05,English, French, Spanish, German, Chinese,Urban Planning,39.0
443,Shelby Allen,Physics,Coding Club,Leadership, Public Speaking, Artistic, Programming, Data Analysis,Los Angeles,Freshman,Psychology,2.08,Chinese, Spanish, French,Null,Null,Cognitive Psychology,14.0
444,Ann Sullivan,History,Volunteer Group,Public Speaking, Leadership, Artistic, Data Analysis,Null,San Francisco,Senior,Computer Science,2.06,French, Japanese, Spanish,Null,Null,Healthcare Management,4.0
445,Dwayne Gardner,Physics,Music Club,Leadership, Artistic, Public Speaking, Problem Solving, Data Analysis,Houston,Sophomore,Psychology,3.83,German, Chinese, Japanese, French,Null,Blockchain Technology,86.0
446,Catherine Long,Computer Science,Volunteer Group,Artistic, Public Speaking, Programming, Problem Solving,Null,Los Angeles,Junior,Physics,2.85,English, French, German, Japanese, Chinese,Nanotechnology,15.0
447,Jennifer Campbell,Biology,Art Club,Artistic,Null,Null,Null,Null,Boston,Sophomore,Computer Science,2.78,Chinese, English, Spanish, Japanese, French,Climate Change,21.0
448,Hector Palmer,Mathematics,Sports Team,Leadership, Problem Solving, Programming,Null,Null,San Francisco,Senior,Physics,2.63,French, Japanese, German, Spanish,Null,Political Science,7.0
449,Tami Henderson,Physics,Debate Club,Artistic, Problem Solving, Leadership,Null,Null,San Francisco,Senior,Psychology,3.33,English, German, Spanish,Null,Null,Blockchain Technology,49.0
450,Matthew Williams,Biology,Debate Club,Leadership, Public Speaking, Programming, Data Analysis, Problem Solving,Los Angeles,Sophomore,Computer Science,2.03,English, German, Chinese, French,Null,Environmental Sustainability,17.0
451,Denise Saunders,Psychology,Art Club,Artistic, Programming, Problem Solving, Data Analysis,Null,Los Angeles,Sophomore,Physics,2.76,English, French, Japanese, Spanish, German,Environmental Sustainability,11.0
452,Erin Wood,History,Music Club,Artistic, Programming, Problem Solving, Data Analysis,Null,Boston,Freshman,History,2.16,German, English, French, Japanese, Chinese,Nanotechnology,11.0
453,Sean Ruiz,Psychology,Debate Club,Leadership, Public Speaking, Artistic, Problem Solving, Data Analysis,San Francisco,Freshman,History,2.58,German, Japanese, French,Null,Null,Environmental Sustainability,24.0
454,Jason Cooley,Psychology,Debate Club,Data Analysis, Programming, Artistic, Problem Solving, Leadership,Los Angeles,Freshman,Physics,2.17,German, Chinese, French, English, Spanish,Social Sciences,10.0
455,Michael Rivera,Biology,Volunteer Group,Leadership,Null,Null,Null,Null,Boston,Senior,Psychology,3.08,Japanese, English, German,Null,Null,Sustainable Agriculture,38.0
456,Devin Dixon,Mathematics,Debate Club,Public Speaking, Problem Solving, Data Analysis, Leadership,Null,Houston,Junior,Computer Science,3.65,French, German, Spanish, English,Null,Blockchain Technology,78.0
457,Michelle Guzman,History,Sports Team,Artistic, Leadership, Problem Solving, Public Speaking, Programming,New York,Freshman,History,2.01,Spanish, Chinese, French, English, Japanese,Climate Change,23.0
458,Lindsay Austin,History,Music Club,Public Speaking, Programming,Null,Null,Null,San Francisco,Senior,Biology,3.61,German, Japanese, English, French, Chinese,Machine Learning,74.0
459,Cindy Garcia,Physics,Music Club,Programming, Leadership,Null,Null,Null,Los Angeles,Senior,Mathematics,3.48,Spanish, German, Japanese, French, Chinese,Climate Change,67.0
460,Jacob Morrison,History,Coding Club,Data Analysis, Programming, Problem Solving, Leadership, Public Speaking,Houston,Graduate,Psychology,2.38,Spanish, Japanese, English, German,Null,Healthcare Management,16.0
461,Charles Zamora,Mathematics,Music Club,Data Analysis,Null,Null,Null,Null,Houston,Junior,History,3.35,French,Null,Null,Null,Null,Cybersecurity,41.0
462,Tyler Brown,Mathematics,Debate Club,Leadership, Public Speaking, Data Analysis, Programming,Null,New York,Senior,Mathematics,2.84,German, Spanish, French, Japanese, Chinese,Educational Technology,23.0
463,Michael Mendoza,History,Sports Team,Programming, Artistic, Data Analysis,Null,Null,Los Angeles,Freshman,History,2.65,Japanese,Null,Null,Null,Null,Sustainable Agriculture,1.0
464,Christopher Green,Computer Science,Sports Team,Programming, Public Speaking, Leadership, Artistic, Data Analysis,Boston,Junior,Biology,2.85,German, Japanese, French,Null,Null,Climate Change,21.0
465,Jessica Lee,Mathematics,Music Club,Problem Solving, Programming, Public Speaking,Null,Null,New York,Graduate,History,3.45,Spanish,Null,Null,Null,Null,Bioinformatics,56.0
466,Jennifer Alexander,Mathematics,Coding Club,Artistic, Leadership, Data Analysis,Null,Null,Los Angeles,Senior,Biology,2.69,Spanish, Japanese,Null,Null,Null,Machine Learning,20.0
467,Jonathan Greer,History,Debate Club,Programming, Leadership, Data Analysis, Problem Solving, Artistic,Los Angeles,Senior,Mathematics,2.7,Japanese, French,Null,Null,Null,Behavioral Economics,7.0
468,Joshua Garrison,Mathematics,Sports Team,Leadership, Public Speaking, Artistic, Programming, Problem Solving,Houston,Graduate,History,2.96,Spanish, Japanese, Chinese, German,Null,Natural Language Processing,10.0
469,Jeffery Richardson,History,Art Club,Public Speaking,Null,Null,Null,Null,Los Angeles,Graduate,History,3.16,Japanese, German, French, English, Spanish,Astrophysics,27.0
470,Ashley Frost,History,Music Club,Programming, Leadership, Data Analysis, Public Speaking, Artistic,Los Angeles,Sophomore,Psychology,2.57,Spanish, French,Null,Null,Null,Quantum Computing,19.0
471,Anna Rivas,History,Art Club,Leadership, Data Analysis, Public Speaking, Artistic,Null,Houston,Sophomore,Physics,3.14,Chinese, German,Null,Null,Null,Astrophysics,28.0
472,Jamie Barton,History,Coding Club,Public Speaking, Leadership, Programming, Problem Solving, Data Analysis,Los Angeles,Sophomore,Biology,3.51,English, Japanese, German, Spanish, Chinese,Social Sciences,64.0
473,William Moran,Computer Science,Volunteer Group,Problem Solving, Leadership, Programming, Public Speaking,Null,Chicago,Senior,Mathematics,2.76,French, Chinese, German,Null,Null,Astrophysics,9.0
474,Bethany Miles,Biology,Art Club,Artistic, Programming,Null,Null,Null,Houston,Freshman,Mathematics,2.02,French, German, English,Null,Null,Astrophysics,25.0
475,Charles Johnson,Biology,Music Club,Artistic, Leadership, Problem Solving, Programming, Data Analysis,Los Angeles,Senior,Computer Science,2.01,Spanish, French,Null,Null,Null,Bioinformatics,23.0
476,Matthew Alvarez,Psychology,Music Club,Public Speaking, Problem Solving, Artistic,Null,Null,Los Angeles,Junior,Biology,3.73,Chinese, Spanish, German, French, English,Natural Language Processing,79.0
477,Susan Tyler,Biology,Sports Team,Public Speaking,Null,Null,Null,Null,San Francisco,Graduate,Psychology,2.16,Chinese,Null,Null,Null,Null,Climate Change,7.0
478,Whitney Moore,Computer Science,Debate Club,Problem Solving, Leadership,Null,Null,Null,Chicago,Graduate,Biology,3.51,German, Spanish, English, Japanese,Null,Urban Planning,59.0
479,Sean Austin,Physics,Sports Team,Problem Solving, Data Analysis, Public Speaking, Programming,Null,San Francisco,Junior,Physics,3.85,Japanese, Chinese, German, English, French,Natural Language Processing,90.0
480,David Ramos,Physics,Music Club,Programming, Problem Solving,Null,Null,Null,Los Angeles,Graduate,History,3.23,English, German, Spanish, Japanese,Null,Healthcare Management,54.0
481,Megan Powell,Psychology,Sports Team,Artistic, Programming, Data Analysis, Public Speaking, Problem Solving,Boston,Senior,Physics,2.12,French,Null,Null,Null,Null,Social Sciences,21.0
482,Rachel Gonzalez,Mathematics,Art Club,Problem Solving, Leadership, Artistic, Data Analysis,Null,Chicago,Senior,History,3.67,Japanese, German,Null,Null,Null,Cognitive Psychology,73.0
483,Leah Campbell,Computer Science,Debate Club,Artistic, Problem Solving, Leadership, Data Analysis, Public Speaking,Los Angeles,Freshman,Biology,2.25,English,Null,Null,Null,Null,Renewable Energy,19.0
484,Mandy Allison,Biology,Music Club,Data Analysis, Leadership,Null,Null,Null,New York,Junior,History,2.75,English, German,Null,Null,Null,Climate Change,14.0
