StudentID,Name,AcademicInterest,ExtracurricularActivities,Skillset1,Skillset2,Skillset3,Skillset4,Skillset5,Location,YearOfStudy,Major,GPA,Language1,Language2,Language3,Language4,Language5,ResearchInterests,Attendance,SkillCount,LanguageCount,CompositeScore
360,Angela Hicks,Computer Science,Coding Club,Artistic,Public Speaking,Leadership,Programming,Data Analysis,Los Angeles,Sophomore,Psychology,2.98,Japanese,Spanish,Unknown,Unknown,Unknown,Behavioral Economics,0.07,5,2,1.53
361,Christine Smith,History,Music Club,Problem Solving,Data Analysis,Programming,Leadership,Unknown,New York,Sophomore,Mathematics,2.71,Japanese,French,English,Chinese,Spanish,Data Science,0.05,4,5,1.38
362,Angela Collins,Physics,Coding Club,Leadership,Public Speaking,Problem Solving,Programming,Artistic,San Francisco,Junior,Computer Science,2.76,Japanese,Spanish,Unknown,Unknown,Unknown,Environmental Sustainability,0.23,5,2,1.49
363,Scott Daugherty,Psychology,Volunteer Group,Artistic,Problem Solving,Leadership,Public Speaking,Unknown,San Francisco,Senior,Physics,2.17,French,Chinese,Japanese,English,German,Cybersecurity,0.11,4,5,1.14
364,Angela Parker,Physics,Debate Club,Artistic,Programming,Data Analysis,Leadership,Unknown,San Francisco,Graduate,Psychology,2.43,English,Japanese,Unknown,Unknown,Unknown,Healthcare Management,0.13,4,2,1.28
365,Mary Edwards,Physics,Volunteer Group,Public Speaking,Programming,Artistic,Problem Solving,Data Analysis,Los Angeles,Graduate,History,3.68,Chinese,English,German,Spanish,Unknown,Educational Technology,0.74,5,4,2.21
366,Christopher Fisher,Mathematics,Music Club,Problem Solving,Programming,Leadership,Unknown,Unknown,Houston,Junior,Computer Science,2.98,Japanese,German,English,French,Unknown,Behavioral Economics,0.07,3,4,1.53
367,Mary Cooper,Psychology,Volunteer Group,Data Analysis,Programming,Unknown,Unknown,Unknown,Chicago,Freshman,History,3.11,German,Unknown,Unknown,Unknown,Unknown,Data Science,0.26,2,1,1.69
368,Michael Young,Computer Science,Music Club,Artistic,Leadership,Data Analysis,Programming,Unknown,Los Angeles,Sophomore,Biology,3.56,Japanese,Chinese,Unknown,Unknown,Unknown,Human-Computer Interaction,0.65,4,2,2.11
369,Glenn Rice,Psychology,Art Club,Data Analysis,Public Speaking,Artistic,Unknown,Unknown,Houston,Junior,History,2.64,Japanese,French,German,Chinese,English,Natural Language Processing,0.08,3,5,1.36
370,Jeffrey Briggs,Mathematics,Volunteer Group,Problem Solving,Public Speaking,Leadership,Unknown,Unknown,New York,Graduate,Psychology,2.5,French,English,Spanish,German,Chinese,Natural Language Processing,0.06,3,5,1.28
371,Cynthia Taylor,Mathematics,Coding Club,Problem Solving,Public Speaking,Leadership,Programming,Data Analysis,Boston,Junior,Physics,2.19,German,English,Unknown,Unknown,Unknown,Educational Technology,0.21,5,2,1.2
372,Priscilla Howe,Physics,Debate Club,Artistic,Leadership,Unknown,Unknown,Unknown,Los Angeles,Freshman,Physics,3.86,Spanish,German,Japanese,Unknown,Unknown,Renewable Energy,0.95,2,3,2.41
373,Wanda Bryan,Mathematics,Sports Team,Data Analysis,Problem Solving,Unknown,Unknown,Unknown,San Francisco,Freshman,Physics,2.43,German,Chinese,Spanish,Japanese,English,Biomedical Engineering,0.01,2,5,1.22
374,Ann Floyd,Mathematics,Music Club,Programming,Leadership,Data Analysis,Artistic,Unknown,Los Angeles,Junior,Computer Science,2.86,Spanish,French,German,Chinese,English,Renewable Energy,0.1,4,5,1.48
375,Ronnie White,Physics,Sports Team,Data Analysis,Artistic,Public Speaking,Programming,Leadership,Los Angeles,Graduate,Physics,3.49,Spanish,English,Unknown,Unknown,Unknown,Sustainable Agriculture,0.67,5,2,2.08
376,Mark Walsh,Mathematics,Music Club,Public Speaking,Artistic,Data Analysis,Leadership,Programming,San Francisco,Freshman,Psychology,2.21,Chinese,English,Unknown,Unknown,Unknown,Nanotechnology,0.15,5,2,1.18
377,Brianna Burgess,Psychology,Coding Club,Data Analysis,Leadership,Artistic,Unknown,Unknown,Los Angeles,Senior,History,2.13,French,Japanese,English,German,Unknown,Healthcare Management,0.07,3,4,1.1
378,Kayla Hill,History,Coding Club,Problem Solving,Public Speaking,Artistic,Leadership,Programming,Houston,Sophomore,Physics,2.34,French,Unknown,Unknown,Unknown,Unknown,Sustainable Agriculture,0.04,5,1,1.19
379,Bill Watson,Psychology,Volunteer Group,Data Analysis,Problem Solving,Artistic,Unknown,Unknown,Houston,Senior,Psychology,3.42,French,English,Chinese,Unknown,Unknown,Renewable Energy,0.64,3,3,2.03
380,Vanessa Miller,Mathematics,Coding Club,Problem Solving,Artistic,Public Speaking,Programming,Data Analysis,San Francisco,Freshman,Biology,2.43,Spanish,Chinese,French,Japanese,German,Educational Technology,0.03,5,5,1.23
381,Lisa Fields,Biology,Sports Team,Programming,Unknown,Unknown,Unknown,Unknown,New York,Graduate,Computer Science,3.96,Spanish,English,Unknown,Unknown,Unknown,Behavioral Economics,0.95,1,2,2.46
382,Carrie Barber,Computer Science,Music Club,Public Speaking,Artistic,Problem Solving,Leadership,Data Analysis,Houston,Sophomore,Computer Science,2.92,English,German,Unknown,Unknown,Unknown,Renewable Energy,0.03,5,2,1.47
383,Paul Aguilar,Biology,Debate Club,Problem Solving,Data Analysis,Unknown,Unknown,Unknown,Houston,Graduate,Computer Science,2.93,Chinese,French,Japanese,German,English,Biomedical Engineering,0.01,2,5,1.47
384,Charles Rose,History,Debate Club,Programming,Unknown,Unknown,Unknown,Unknown,New York,Junior,Computer Science,2.32,German,Chinese,Spanish,English,French,Cybersecurity,0.07,1,5,1.19
385,Bonnie James,Psychology,Volunteer Group,Problem Solving,Data Analysis,Leadership,Programming,Unknown,San Francisco,Sophomore,Physics,2.28,German,Spanish,Japanese,French,Chinese,Climate Change,0.08,4,5,1.18
386,Charles Quinn,Mathematics,Music Club,Programming,Data Analysis,Public Speaking,Unknown,Unknown,Houston,Junior,Mathematics,3.3,Chinese,German,Spanish,Japanese,French,Urban Planning,0.44,3,5,1.87
387,Kathryn Cain,Physics,Sports Team,Data Analysis,Public Speaking,Programming,Unknown,Unknown,San Francisco,Sophomore,Computer Science,3.84,Japanese,Unknown,Unknown,Unknown,Unknown,Political Science,0.94,3,1,2.39
388,Craig Hancock,Computer Science,Sports Team,Artistic,Unknown,Unknown,Unknown,Unknown,Houston,Senior,Biology,3.69,Chinese,German,Spanish,Japanese,Unknown,Educational Technology,0.76,1,4,2.23
389,Emily Dean,Physics,Art Club,Leadership,Programming,Unknown,Unknown,Unknown,Houston,Senior,Biology,3.21,Japanese,Chinese,English,Spanish,French,Social Sciences,0.54,2,5,1.88
390,Bryan Joseph,History,Debate Club,Data Analysis,Public Speaking,Artistic,Leadership,Problem Solving,New York,Graduate,Physics,3.31,Japanese,German,French,Unknown,Unknown,Quantum Computing,0.45,5,3,1.88
391,Tasha Reynolds,Psychology,Music Club,Leadership,Unknown,Unknown,Unknown,Unknown,Boston,Graduate,Mathematics,3.26,French,Unknown,Unknown,Unknown,Unknown,Astrophysics,0.49,1,1,1.88
392,Justin Burke,Computer Science,Debate Club,Programming,Data Analysis,Leadership,Artistic,Problem Solving,Los Angeles,Junior,History,2.75,German,Unknown,Unknown,Unknown,Unknown,Space Exploration,0.04,5,1,1.4
393,Heather Skinner,Biology,Music Club,Leadership,Public Speaking,Problem Solving,Artistic,Programming,New York,Graduate,Physics,3.89,Japanese,French,Spanish,Unknown,Unknown,Climate Change,0.96,5,3,2.43
394,April Adams,Biology,Art Club,Data Analysis,Problem Solving,Artistic,Public Speaking,Programming,Chicago,Graduate,History,2.72,French,Chinese,German,English,Unknown,Machine Learning,0.16,5,4,1.44
395,Jacob Stevens,Psychology,Music Club,Leadership,Artistic,Data Analysis,Programming,Problem Solving,Chicago,Senior,History,2.53,Chinese,English,French,German,Unknown,Urban Planning,0.19,5,4,1.36
396,Ryan Reed,Psychology,Art Club,Programming,Leadership,Artistic,Public Speaking,Data Analysis,Los Angeles,Freshman,Mathematics,3.81,Spanish,Unknown,Unknown,Unknown,Unknown,Quantum Computing,0.91,5,1,2.36
397,Deborah Valencia,Psychology,Sports Team,Problem Solving,Artistic,Data Analysis,Public Speaking,Leadership,San Francisco,Graduate,History,2.74,English,Unknown,Unknown,Unknown,Unknown,Biomedical Engineering,0.21,5,1,1.48
398,Kimberly Jackson,Psychology,Music Club,Programming,Public Speaking,Data Analysis,Problem Solving,Unknown,Los Angeles,Junior,Biology,3.94,Spanish,French,Unknown,Unknown,Unknown,Natural Language Processing,0.88,4,2,2.41
399,Rhonda Trevino,Mathematics,Debate Club,Leadership,Unknown,Unknown,Unknown,Unknown,Boston,Freshman,Mathematics,3.69,Japanese,German,English,Unknown,Unknown,Urban Planning,0.85,1,3,2.27
400,Elizabeth Adams,Computer Science,Music Club,Problem Solving,Leadership,Public Speaking,Artistic,Data Analysis,San Francisco,Graduate,Psychology,2.46,Japanese,Spanish,German,Chinese,French,Cybersecurity,0.04,5,5,1.25
401,Donald Mendoza,Mathematics,Sports Team,Programming,Problem Solving,Data Analysis,Artistic,Unknown,Los Angeles,Sophomore,Psychology,3.21,Japanese,German,English,French,Chinese,Educational Technology,0.55,4,5,1.88
402,Michelle Morris,Psychology,Volunteer Group,Problem Solving,Programming,Leadership,Unknown,Unknown,Houston,Graduate,Mathematics,3.64,English,Japanese,French,Chinese,Spanish,Climate Change,0.85,3,5,2.25
403,Tommy Thomas,Biology,Coding Club,Data Analysis,Artistic,Unknown,Unknown,Unknown,New York,Freshman,Physics,3.72,English,Chinese,Japanese,German,Unknown,Healthcare Management,0.74,2,4,2.23
404,Nichole Lee,Biology,Debate Club,Artistic,Leadership,Unknown,Unknown,Unknown,Los Angeles,Graduate,Biology,2.72,French,English,Spanish,Unknown,Unknown,Climate Change,0.07,2,3,1.4
405,Leslie Skinner,Computer Science,Coding Club,Programming,Public Speaking,Leadership,Data Analysis,Unknown,New York,Freshman,Mathematics,2.22,Chinese,Unknown,Unknown,Unknown,Unknown,Educational Technology,0.06,4,1,1.14
406,Colin Wagner,Mathematics,Music Club,Programming,Data Analysis,Leadership,Public Speaking,Artistic,Chicago,Junior,History,3.37,Spanish,French,Japanese,Unknown,Unknown,Nanotechnology,0.51,5,3,1.94
407,Matthew Johnson,Psychology,Sports Team,Public Speaking,Leadership,Unknown,Unknown,Unknown,New York,Junior,Physics,2.72,French,Japanese,Spanish,Chinese,German,Machine Learning,0.02,2,5,1.37
408,Shannon Copeland,Psychology,Sports Team,Programming,Unknown,Unknown,Unknown,Unknown,San Francisco,Sophomore,Physics,3.91,Chinese,Spanish,French,English,German,Blockchain Technology,0.91,1,5,2.41
409,Christian Anderson,Biology,Music Club,Artistic,Programming,Leadership,Data Analysis,Problem Solving,Houston,Sophomore,Mathematics,3.56,French,English,Japanese,German,Unknown,Biomedical Engineering,0.59,5,4,2.08
410,Amanda Martin,Psychology,Coding Club,Public Speaking,Artistic,Leadership,Programming,Unknown,San Francisco,Graduate,Computer Science,2.19,English,French,Japanese,Spanish,Unknown,Renewable Energy,0.1,4,4,1.15
411,George Johnston,Computer Science,Debate Club,Programming,Public Speaking,Leadership,Data Analysis,Artistic,San Francisco,Sophomore,Mathematics,2.08,English,German,Chinese,French,Unknown,Environmental Sustainability,0.08,5,4,1.08
412,Jeremy Smith,History,Music Club,Leadership,Data Analysis,Programming,Problem Solving,Artistic,Chicago,Graduate,Computer Science,2.73,English,Chinese,French,Spanish,Unknown,Quantum Computing,0.09,5,4,1.41
413,Kayla Vincent,Physics,Music Club,Problem Solving,Leadership,Data Analysis,Unknown,Unknown,Boston,Senior,Biology,2.42,French,Spanish,German,Chinese,Unknown,Cognitive Psychology,0.08,3,4,1.25
414,Samantha Garcia,Psychology,Debate Club,Data Analysis,Problem Solving,Leadership,Public Speaking,Unknown,Chicago,Senior,Mathematics,2.36,Spanish,Japanese,German,Unknown,Unknown,Urban Planning,0.08,4,3,1.22
415,Taylor Bean,History,Volunteer Group,Data Analysis,Artistic,Leadership,Unknown,Unknown,Chicago,Sophomore,Psychology,3.37,Chinese,Unknown,Unknown,Unknown,Unknown,Machine Learning,0.45,3,1,1.91
416,Amy Hendricks,History,Art Club,Public Speaking,Programming,Leadership,Unknown,Unknown,New York,Sophomore,History,2.81,Chinese,English,German,Japanese,French,Artificial Intelligence,0.08,3,5,1.45
417,Todd Smith,Biology,Music Club,Artistic,Public Speaking,Problem Solving,Programming,Leadership,Boston,Freshman,Biology,2.4,Japanese,Spanish,Unknown,Unknown,Unknown,Bioinformatics,0.06,5,2,1.23
418,Rachel Hurley,Mathematics,Coding Club,Leadership,Public Speaking,Artistic,Programming,Unknown,San Francisco,Sophomore,Mathematics,3.99,English,Unknown,Unknown,Unknown,Unknown,Data Science,0.9,4,1,2.45
419,David Vargas,Physics,Coding Club,Public Speaking,Problem Solving,Leadership,Data Analysis,Programming,New York,Freshman,History,3.94,Japanese,German,French,Spanish,Unknown,Healthcare Management,0.97,5,4,2.46
420,Hannah Smith,Physics,Debate Club,Leadership,Unknown,Unknown,Unknown,Unknown,New York,Junior,Computer Science,3.71,Chinese,Japanese,French,Unknown,Unknown,Blockchain Technology,0.79,1,3,2.25
421,Terri Blanchard,History,Sports Team,Leadership,Problem Solving,Public Speaking,Artistic,Data Analysis,Houston,Senior,Mathematics,3.11,French,German,Spanish,Unknown,Unknown,Biomedical Engineering,0.29,5,3,1.7
422,Travis Sherman,Psychology,Music Club,Data Analysis,Problem Solving,Artistic,Programming,Leadership,San Francisco,Graduate,Psychology,2.38,Japanese,German,Chinese,Unknown,Unknown,Cybersecurity,0.05,5,3,1.21
423,David Martin,Mathematics,Music Club,Data Analysis,Problem Solving,Artistic,Public Speaking,Unknown,Chicago,Junior,Psychology,2.65,German,French,Japanese,Chinese,English,Sustainable Agriculture,0.19,4,5,1.42
424,James Cook,Psychology,Sports Team,Problem Solving,Artistic,Programming,Unknown,Unknown,Boston,Freshman,Mathematics,3.54,French,English,Japanese,German,Unknown,Robotics,0.64,3,4,2.09
425,Linda Cobb,History,Music Club,Problem Solving,Leadership,Artistic,Unknown,Unknown,Houston,Freshman,Computer Science,3.14,German,Chinese,Unknown,Unknown,Unknown,Environmental Sustainability,0.3,3,2,1.72
426,Justin Tran,Computer Science,Sports Team,Artistic,Unknown,Unknown,Unknown,Unknown,San Francisco,Junior,History,2.99,Spanish,French,English,Unknown,Unknown,Social Sciences,0.2,1,3,1.6
427,Joseph Lawson,Psychology,Debate Club,Programming,Problem Solving,Artistic,Unknown,Unknown,New York,Junior,Mathematics,2.47,Spanish,Unknown,Unknown,Unknown,Unknown,Space Exploration,0.19,3,1,1.33
428,Katherine Marquez,History,Debate Club,Artistic,Data Analysis,Problem Solving,Leadership,Public Speaking,Boston,Senior,Psychology,2.69,Spanish,Japanese,English,Chinese,French,Bioinformatics,0.08,5,5,1.39
429,Andrea Stewart,Psychology,Coding Club,Leadership,Artistic,Public Speaking,Programming,Unknown,San Francisco,Junior,Mathematics,2.93,Chinese,Japanese,Spanish,German,French,Natural Language Processing,0.14,4,5,1.54
430,Daniel Medina,Physics,Art Club,Data Analysis,Unknown,Unknown,Unknown,Unknown,Los Angeles,Senior,Psychology,3.22,English,German,Chinese,Unknown,Unknown,Renewable Energy,0.41,1,3,1.82
431,Kathy Aguilar,History,Coding Club,Programming,Artistic,Public Speaking,Unknown,Unknown,Chicago,Freshman,Mathematics,2.84,Japanese,English,German,Chinese,Spanish,Bioinformatics,0.09,3,5,1.46
432,Angelica Patrick,Physics,Music Club,Problem Solving,Artistic,Data Analysis,Public Speaking,Unknown,Houston,Freshman,Mathematics,3.85,Japanese,French,English,German,Spanish,Climate Change,0.94,4,5,2.4
433,Robert Johnson,Physics,Sports Team,Problem Solving,Programming,Data Analysis,Public Speaking,Artistic,Los Angeles,Sophomore,Computer Science,2.75,French,German,English,Spanish,Chinese,Political Science,0.05,5,5,1.4
434,Jason Martin,Biology,Sports Team,Programming,Problem Solving,Unknown,Unknown,Unknown,Chicago,Sophomore,Psychology,2.5,German,Japanese,English,Unknown,Unknown,Biomedical Engineering,0.12,2,3,1.31
435,Cynthia Powell,Mathematics,Debate Club,Programming,Artistic,Leadership,Data Analysis,Unknown,Los Angeles,Freshman,Mathematics,2.12,Chinese,Spanish,Unknown,Unknown,Unknown,Quantum Computing,0.23,4,2,1.18
436,Janet Armstrong,Biology,Sports Team,Programming,Leadership,Artistic,Unknown,Unknown,New York,Senior,Mathematics,2.73,Spanish,Unknown,Unknown,Unknown,Unknown,Environmental Sustainability,0.13,3,1,1.43
437,Allison Parks,Computer Science,Sports Team,Data Analysis,Public Speaking,Artistic,Problem Solving,Programming,San Francisco,Graduate,Psychology,3.48,Spanish,German,English,Japanese,French,Climate Change,0.63,5,5,2.06
438,Justin Washington,Computer Science,Debate Club,Public Speaking,Problem Solving,Artistic,Data Analysis,Leadership,Chicago,Freshman,Psychology,2.37,Spanish,English,Japanese,French,German,Nanotechnology,0.01,5,5,1.19
439,Kimberly Mitchell,Physics,Coding Club,Programming,Public Speaking,Data Analysis,Problem Solving,Artistic,San Francisco,Senior,Psychology,3.06,French,Unknown,Unknown,Unknown,Unknown,Social Sciences,0.32,5,1,1.69
440,Elizabeth Dickerson,Physics,Music Club,Leadership,Unknown,Unknown,Unknown,Unknown,Chicago,Senior,Mathematics,3.74,English,German,Chinese,Spanish,Japanese,Cognitive Psychology,0.83,1,5,2.29
441,Amy Adams,History,Coding Club,Programming,Problem Solving,Data Analysis,Leadership,Public Speaking,Boston,Junior,Mathematics,2.72,Spanish,Japanese,English,German,Unknown,Renewable Energy,0.01,5,4,1.37
442,Olivia Lewis,Computer Science,Art Club,Public Speaking,Artistic,Data Analysis,Programming,Problem Solving,Houston,Senior,Computer Science,3.05,English,French,Spanish,German,Chinese,Urban Planning,0.39,5,5,1.72
443,Shelby Allen,Physics,Coding Club,Leadership,Public Speaking,Artistic,Programming,Data Analysis,Los Angeles,Freshman,Psychology,2.08,Chinese,Spanish,French,Unknown,Unknown,Cognitive Psychology,0.14,5,3,1.11
444,Ann Sullivan,History,Volunteer Group,Public Speaking,Leadership,Artistic,Data Analysis,Unknown,San Francisco,Senior,Computer Science,2.06,French,Japanese,Spanish,Unknown,Unknown,Healthcare Management,0.04,4,3,1.05
445,Dwayne Gardner,Physics,Music Club,Leadership,Artistic,Public Speaking,Problem Solving,Data Analysis,Houston,Sophomore,Psychology,3.83,German,Chinese,Japanese,French,Unknown,Blockchain Technology,0.86,5,4,2.35
446,Catherine Long,Computer Science,Volunteer Group,Artistic,Public Speaking,Programming,Problem Solving,Unknown,Los Angeles,Junior,Physics,2.85,English,French,German,Japanese,Chinese,Nanotechnology,0.15,4,5,1.5
447,Jennifer Campbell,Biology,Art Club,Artistic,Unknown,Unknown,Unknown,Unknown,Boston,Sophomore,Computer Science,2.78,Chinese,English,Spanish,Japanese,French,Climate Change,0.21,1,5,1.49
448,Hector Palmer,Mathematics,Sports Team,Leadership,Problem Solving,Programming,Unknown,Unknown,San Francisco,Senior,Physics,2.63,French,Japanese,German,Spanish,Unknown,Political Science,0.07,3,4,1.35
449,Tami Henderson,Physics,Debate Club,Artistic,Problem Solving,Leadership,Unknown,Unknown,San Francisco,Senior,Psychology,3.33,English,German,Spanish,Unknown,Unknown,Blockchain Technology,0.49,3,3,1.91
